Datetime,neutrons,muons,gamma,integration_time(s),V_in(Volt),temperature_in(C),temperature_ext(C),ur(%),pressure(hPa)
2024-05-14 17:00:00,1884,5421,,3609,13.4,26.2,23.6,37.9,965.8
2024-05-14 18:00:00,1965,5281,,3608,13.4,27.2,22.4,38.3,965.3
2024-05-14 19:00:00,1953,5481,,3609,13.5,27.1,22.9,36,965.1
2024-05-14 20:00:00,1994,5406,,3608,13.5,26.8,21.9,38.2,964.7
2024-05-14 21:00:00,1997,5514,,3609,12.8,25.7,19.9,41.1,964.9
2024-05-14 22:00:00,1988,5454,,3608,12.8,24.1,17.7,46.1,965.1
2024-05-14 23:00:00,1972,5520,,3619,12.7,21.3,16.3,49.7,965.5
2024-05-15 00:00:00,1945,5691,,3609,12.7,19.4,15.5,52.9,965.6
2024-05-15 01:00:00,2028,5926,,3609,12.7,17.9,14.8,55.3,965.5
2024-05-15 02:00:00,2026,5893,,3608,12.7,16.6,14.1,53.7,965.6
2024-05-15 03:00:00,2054,5845,,3609,12.7,15.6,14,55.4,965.2
2024-05-15 04:00:00,2058,6054,,3609,12.6,15.1,12.7,60,964.8
2024-05-15 05:00:00,1912,5909,,3608,12.5,14.4,12.4,59.2,964.4
2024-05-15 06:00:00,1969,5963,,3608,12.5,13.9,10.2,68.1,964.3
2024-05-15 07:00:00,1998,5853,,3608,12.8,12.7,12.1,62.3,964.4
2024-05-15 08:00:00,2057,5997,,3609,13.9,15.5,14.4,55.7,964.3
2024-05-15 09:00:00,2044,5934,,3608,14.4,18.3,16.9,52.9,964.2
2024-05-15 10:00:00,1881,5667,,3609,14.3,20.2,19,44.8,964.4
2024-05-15 11:00:00,2006,5724,,3608,13.7,22.2,20.6,38.1,964.3
2024-05-15 12:00:00,2001,5465,,3609,13.6,23.9,21.4,40.4,964.3
2024-05-15 13:00:00,2038,5490,,3608,13.6,24.8,22.4,35.2,964.4
2024-05-15 13:00:00,2038,5490,,3608,13.6,24.8,22.4,35.2,964.4
2024-05-15 14:00:00,1971,5442,,3608,13.6,25.1,22.6,38,964.1
2024-05-15 15:00:00,2001,5739,,3608,13.5,25.1,23.4,37.5,964.2
2024-05-15 16:00:00,1963,5484,,3609,13.4,25.9,23.9,36.7,963.7
2024-05-15 17:00:00,1996,5218,,3608,13.4,26.9,24.2,35.1,963.2
2024-05-15 18:00:00,2030,5292,,3609,13.5,27.9,23,36.6,962.9
2024-05-15 19:00:00,2003,5243,,3608,13.6,27.1,21.9,37.8,962.9
2024-05-15 20:00:00,2066,5401,,3608,13.6,25.6,21.2,40.2,963.1
2024-05-15 21:00:00,2043,5508,,3609,12.8,24.5,19.9,41.3,963.2
2024-05-15 22:00:00,2163,5636,,3609,12.8,23.3,18.3,46.2,963.5
2024-05-15 23:00:00,2027,5655,,3608,12.8,21.4,17.2,48.8,964
2024-05-16 00:00:00,2070,5677,,3609,12.7,20,16.3,51,963.9
2024-05-16 01:00:00,2082,5748,,3608,12.7,18.6,15.5,54.2,963.8
2024-05-16 02:00:00,2095,5757,,3608,12.6,17.5,15.2,57.4,963.6
2024-05-16 03:00:00,2041,5673,,3608,12.6,16.9,14.5,60.2,963.4
2024-05-16 04:00:00,2032,5874,,3608,12.6,16,13.7,64,963.1
2024-05-16 05:00:00,2023,5974,,3609,12.6,15.4,12.9,69.2,962.8
2024-05-16 06:00:00,2036,5832,,3608,12.5,14.8,12.8,69.4,962.7
2024-05-16 07:00:00,2126,5822,,3608,12.8,14.5,13.6,68.1,962.4
2024-05-16 08:00:00,2066,5889,,3608,13.4,16.3,14.7,65.9,962.3
2024-05-16 09:00:00,2063,6014,,3609,14.5,17.9,16.4,63.3,962.6
2024-05-16 10:00:00,2047,5727,,3608,14.4,19.6,16.4,66.7,962.7
2024-05-16 11:00:00,2053,5681,,3609,13.8,19.7,17.6,61.8,962.8
2024-05-16 12:00:00,2018,5471,,3609,13.8,20.5,15.9,71.8,963.1
2024-05-16 13:00:00,2050,5579,,3609,13.9,20,15,84.8,963.5
2024-05-16 14:00:00,2021,5680,,3608,13.7,18.7,16.9,71,964
2024-05-16 15:00:00,2028,5641,,3609,13.7,21,18.3,63.5,963.8
2024-05-16 16:00:00,1996,5861,,3609,13.7,21.9,18,63,963.5
2024-05-16 17:00:00,1977,5512,,3608,13.7,21.9,17.2,65.4,963.3
2024-05-16 18:00:00,2100,5574,,3609,13.8,21.7,16.6,66.5,963.1
2024-05-16 19:00:00,2031,5633,,3608,13.7,20.9,17.4,66.8,962.8
2024-05-16 20:00:00,2063,5690,,3609,13.8,20.6,17.5,61.2,962.4
2024-05-16 21:00:00,2048,5617,,3609,12.8,20.3,16.7,64.2,962.6
2024-05-16 22:00:00,1992,5690,,3620,12.8,19.5,15.3,68.8,962.9
2024-05-16 23:00:00,2077,5634,,3608,12.8,18.2,14,74.4,963
2024-05-17 00:00:00,2034,5597,,3608,12.8,16.9,14,74.1,962.9
2024-05-17 01:00:00,2054,5746,,3609,12.7,16.3,12.9,78,962.7
2024-05-17 02:00:00,2031,5895,,3608,12.6,15.5,12.8,77.6,962
2024-05-17 03:00:00,1997,5918,,3609,12.6,14.8,12.1,79.1,961.9
2024-05-17 04:00:00,1981,5886,,3609,12.5,14.4,12.8,75,961.7
2024-05-17 05:00:00,2016,5773,,3608,12.6,14.4,12.7,74.4,961.5
2024-05-17 06:00:00,2144,5944,,3608,12.5,14.2,13.6,68.8,961.3
2024-05-17 07:00:00,2087,5864,,3609,12.7,14.6,14.2,67.2,961.6
2024-05-17 08:00:00,2086,5853,,3608,13,15.3,14.4,66.3,961.4
2024-05-17 09:00:00,2154,5872,,3608,13.3,15.8,14.9,66.4,961.1
2024-05-17 10:00:00,2016,5754,,3608,13.3,17,14.7,69.4,961.4
2024-05-17 11:00:00,2151,5672,,3609,13.9,16.9,14.7,67.4,961.5
2024-05-17 12:00:00,2001,5767,,3608,13.8,17.5,15.4,67.6,962
2024-05-17 13:00:00,2103,5816,,3609,13.7,18.6,16.6,68.1,962.3
2024-05-17 14:00:00,2090,5676,,3608,13.8,19.9,16.3,63.6,962.4
2024-05-17 15:00:00,2039,5630,,3608,13.7,20.6,15.7,67.4,962.9
2024-05-17 16:00:00,1933,5662,,3608,13.8,20.3,15.6,67,962.9
2024-05-17 17:00:00,2031,5497,,3608,13.8,20.4,15.4,67.8,963
2024-05-17 18:00:00,2106,5685,,3609,13.8,19.6,14.9,72.8,963.3
2024-05-17 19:00:00,2027,5642,,3608,13.8,19.2,14.2,74,963.4
2024-05-17 20:00:00,2054,5656,,3608,14,18.7,12.9,81.6,963.4
2024-05-17 21:00:00,1988,5699,,3609,12.8,16.9,12.6,83,963.5
2024-05-17 22:00:00,2107,5751,,3608,12.8,16.1,11.3,89,963.8
2024-05-17 23:00:00,2043,5744,,3608,12.8,14.7,11.4,89.3,964.2
2024-05-18 00:00:00,2052,5753,,3609,12.7,14.2,10.7,88.7,964.1
2024-05-18 01:00:00,2007,5973,,3608,12.7,13.3,9.2,93.8,964.1
2024-05-18 02:00:00,2022,6167,,3608,12.6,12.2,9.5,93,964.1
2024-05-18 03:00:00,2024,5977,,3609,12.6,11.7,9.4,93.9,964.1
2024-05-18 04:00:00,2026,5868,,3609,12.6,11.8,8.2,94.4,963.8
2024-05-18 05:00:00,2008,6203,,3608,12.5,10.9,7.6,96.6,963.8
2024-05-18 06:00:00,2027,6118,,3619,12.5,10.1,8.5,95.9,963.8
2024-05-18 07:00:00,2052,5832,,3609,12.7,10.4,9.6,95.1,963.8
2024-05-18 08:00:00,1998,5996,,3608,13.5,11.1,11.2,90.6,964.1
2024-05-18 09:00:00,2005,5934,,3609,14.6,12.6,13.2,78.8,964.3
2024-05-18 10:00:00,2061,5740,,3609,13.9,15.5,13.6,75.1,964.8
2024-05-18 11:00:00,2057,5686,,3608,13.8,17.9,13.9,76.6,965
2024-05-18 12:00:00,1949,5534,,3609,13.7,18.7,15.5,70.9,965.3
2024-05-18 13:00:00,1969,5540,,3608,13.7,20.8,16.4,63.7,965.6
2024-05-18 14:00:00,2062,5453,,3607,13.7,21.8,17,60.8,965.4
2024-05-18 15:00:00,1996,5629,,3610,13.8,22.5,16.4,69,965.4
2024-05-18 16:00:00,1998,5397,,3608,13.7,21,17.1,66.6,965.7
2024-05-18 17:00:00,1977,5720,,3608,13.6,21.8,16.5,66.6,965.8
2024-05-18 18:00:00,1969,5470,,3609,13.8,22.3,16.2,74.6,965.5
2024-05-18 19:00:00,1941,5421,,3609,13.8,21.2,16.8,65.8,965.4
2024-05-18 20:00:00,2000,5464,,3608,13.7,20.5,15.8,71,965.3
2024-05-18 21:00:00,2079,5738,,3608,12.8,19.7,15.2,73.1,965.3
2024-05-18 22:00:00,1951,5520,,3609,12.8,18.6,13.7,79.3,965.5
2024-05-18 23:00:00,1926,5670,,3609,12.8,17.2,13.1,84.6,965.8
2024-05-19 00:00:00,2047,5674,,3608,12.7,16.2,12.5,90,965.8
2024-05-19 01:00:00,1945,5859,,3609,12.7,15.5,12.1,92.5,965.8
2024-05-19 02:00:00,1940,5745,,3608,12.7,14.9,11.9,94.1,965.8
2024-05-19 03:00:00,1910,5792,,3608,12.6,14.5,12.1,93.7,965.5
2024-05-19 04:00:00,2014,5813,,3609,12.6,14.3,11.8,94.8,965.3
2024-05-19 04:00:00,2014,5813,,3609,12.6,14.3,11.8,94.8,965.3
2024-05-19 05:00:00,1976,5983,,3608,12.6,14,11.9,94.5,965.4
2024-05-19 06:00:00,2099,5935,,3608,12.5,14,12.1,92.7,965
2024-05-19 07:00:00,1964,5784,,3609,12.8,14.1,12.5,90,965.2
2024-05-19 08:00:00,2010,5879,,3609,13.2,14.4,12.7,88.8,965.4
2024-05-19 09:00:00,1973,5731,,3608,14.5,15.1,14.8,84,965.9
2024-05-19 10:00:00,1962,5656,,3608,14.5,17.1,14.4,80.9,966
2024-05-19 11:00:00,1931,5881,,3609,13.8,17.9,14.7,81.3,966.1
2024-05-19 12:00:00,1920,5531,,3607,13.8,18.4,15.6,75.9,966.3
2024-05-19 13:00:00,2050,5656,,3609,13.8,20.1,17,71.8,966.5
2024-05-19 14:00:00,2044,5720,,3608,13.7,21.1,16.6,74.1,965.9
2024-05-19 15:00:00,1942,5434,,3608,13.9,21.9,14.4,86.7,965.8
2024-05-19 16:00:00,1922,5704,,3620,13.8,19.3,13.6,84.2,965.7
2024-05-19 17:00:00,1896,5549,,3608,13.8,18.6,16.1,76.6,965.5
2024-05-19 18:00:00,1925,5624,,3609,13.6,19.3,17.8,69.3,965.1
2024-05-19 19:00:00,1956,5623,,3608,13.7,21.7,17.4,67,964.8
2024-05-19 20:00:00,1953,5707,,3608,13.7,20.7,15.9,71.4,964.9
2024-05-19 21:00:00,1866,5716,,3609,12.9,20,13.9,81.7,964.7
2024-05-19 22:00:00,1866,5589,,3608,12.8,18.3,12.7,81.5,965
2024-05-19 23:00:00,1887,5655,,3608,12.7,16.4,11.6,86.7,965.3
2024-05-20 00:00:00,1889,5691,,3609,12.7,15,11.5,88,965.8
2024-05-20 01:00:00,1866,5778,,3608,12.7,14.1,11.6,88.9,966
2024-05-20 02:00:00,1862,5795,,3608,12.7,13.4,10.6,92.8,966
2024-05-20 03:00:00,1922,5870,,3608,12.6,12.8,10.1,93.9,966.1
2024-05-20 04:00:00,1930,5992,,3609,12.6,12.3,10.2,94.8,966.1
2024-05-20 05:00:00,1861,5864,,3608,12.6,11.9,10.4,93.5,966.2
2024-05-20 06:00:00,1966,5943,,3609,12.6,11.8,10.2,93.8,966
2024-05-20 07:00:00,1964,5978,,3609,13,12.1,10.9,92,966.2
2024-05-20 08:00:00,1998,5959,,3608,14.5,13.7,15.1,80.1,966.6
2024-05-20 09:00:00,1841,5901,,3609,14.4,18.8,16.1,75.1,966.9
2024-05-20 10:00:00,1864,5743,,3608,13.7,20.6,17.1,71.9,967.2
2024-05-20 11:00:00,1854,5547,,3609,13.6,22.2,18.3,63,967.3
2024-05-20 12:00:00,1916,5473,,3608,13.6,24.1,19.8,58.2,967.4
2024-05-20 13:00:00,2002,5541,,3608,13.6,24.4,19.7,65.2,967.5
2024-05-20 14:00:00,1908,5461,,3609,13.5,24.5,20.9,59.6,967.4
2024-05-20 15:00:00,1886,5279,,3609,13.6,25.5,19.7,54,967.2
2024-05-20 16:00:00,1936,5327,,3608,13.6,25.5,21.5,53.4,967
2024-05-20 17:00:00,1948,5306,,3620,13.4,25.9,21.9,52.2,966.5
2024-05-20 18:00:00,1923,5217,,3619,13.4,26.9,21.5,54.8,966.3
2024-05-20 19:00:00,1906,5037,,3609,13.5,27.6,19.7,58.2,965.9
2024-05-20 20:00:00,1950,5137,,3608,13.6,25.3,19.6,58.2,966.2
2024-05-20 21:00:00,1849,5378,,3609,12.8,23.8,18.1,64.2,966.3
2024-05-20 22:00:00,1979,5472,,3608,12.7,22.1,16.7,68.5,966.5
2024-05-20 23:00:00,2033,5453,,3609,12.8,20.1,16.4,69.6,966.7
2024-05-21 00:00:00,1943,5436,,3609,12.7,18.9,15.2,74.7,966.7
2024-05-21 01:00:00,1949,5559,,3608,12.7,17.9,14.8,75.6,966.5
2024-05-21 02:00:00,1959,5451,,3608,12.7,17,14.4,77,966.3
2024-05-21 03:00:00,1915,5754,,3608,12.6,16.4,13.7,80.2,966.1
2024-05-21 04:00:00,1965,5759,,3609,12.5,15.8,13.5,80.9,965.6
2024-05-21 05:00:00,1949,5729,,3608,12.5,15.4,11.8,88.2,965.5
2024-05-21 06:00:00,1996,5918,,3608,12.6,14.2,12.5,85.4,965.3
2024-05-21 07:00:00,1903,5797,,3609,13.3,15,13.1,86.7,964.9
2024-05-21 08:00:00,1897,5810,,3619,14.5,16.7,15.6,79.7,964.9
2024-05-21 09:00:00,1871,5683,,3608,14.4,19.1,16.7,78.7,965.1
2024-05-21 10:00:00,1980,5541,,3609,13.6,20.5,19.2,73.6,964.7
2024-05-21 11:00:00,1899,5435,,3609,13.6,22.2,20.6,68.8,964.3
2024-05-21 12:00:00,1997,5596,,3609,13.6,23.1,21.3,66.4,964.2
2024-05-21 13:00:00,1983,5482,,3607,13.5,24,21.8,60.3,963.6
2024-05-21 14:00:00,1919,5360,,3608,13.6,24.8,22.1,56.1,963.3
2024-05-21 15:00:00,2039,5433,,3608,13.6,24.9,21.8,65.4,962.6
2024-05-21 16:00:00,2050,5316,,3608,13.7,24.9,19.6,73.4,962.2
2024-05-21 17:00:00,1925,5366,,3608,13.7,22.8,19.7,73.7,961.8
2024-05-21 18:00:00,1932,5337,,3610,13.7,22.9,19.7,67.5,961.3
2024-05-21 19:00:00,2029,5545,,3608,13.7,22.6,19.7,67.9,961.2
2024-05-21 20:00:00,2057,5510,,3609,12.8,22.3,18.7,73.4,960.7
2024-05-21 21:00:00,2013,5460,,3608,12.8,21.5,17.4,81.8,961
2024-05-21 22:00:00,1984,5457,,3608,12.8,20.5,16.1,90,961
2024-05-21 23:00:00,1982,5562,,3608,12.7,19.2,15.8,92.5,961
2024-05-22 00:00:00,1968,5594,,3608,12.7,18.4,15.6,95,960.9
2024-05-22 01:00:00,1896,5621,,3609,12.6,18.1,15.2,96.2,960.9
2024-05-22 02:00:00,1952,5618,,3608,12.6,17.7,14.8,96.3,960.9
2024-05-22 03:00:00,1958,5600,,3609,12.6,17.3,14.6,96.1,961.3
2024-05-22 04:00:00,1967,5608,,3609,12.5,16.9,14.1,96,961.5
2024-05-22 05:00:00,1878,5510,,3608,12.5,16.6,13.9,96.9,961
2024-05-22 06:00:00,1932,5647,,3609,12.5,16.3,13.8,97.2,961.2
2024-05-22 07:00:00,1788,5723,,3609,12.5,16.1,13.3,96.6,961.1
2024-05-22 08:00:00,1833,5686,,3608,12.7,15.9,13.3,96.7,961.6
2024-05-22 09:00:00,1859,5762,,3609,13,15.7,13.2,95.9,961.9
2024-05-22 10:00:00,1743,9437,,3609,13.3,15.6,13.4,96,962.9
2024-05-22 11:00:00,1737,7766,,3608,13.2,15.8,13.5,95.6,963.2
2024-05-22 12:00:00,1812,5689,,3608,13.4,15.9,13.6,95.4,964
2024-05-22 13:00:00,1749,5703,,3609,14.6,16.2,14.1,95.7,964.6
2024-05-22 14:00:00,1735,5697,,3608,14.5,16.4,14.6,93.1,965.1
2024-05-22 15:00:00,1840,5636,,3609,13.8,17.3,15,88.5,965.7
2024-05-22 16:00:00,1743,5583,,3608,13.9,18.1,15.2,89.4,966
2024-05-22 17:00:00,1775,5514,,3609,13.8,18.4,15.4,85.5,966.2
2024-05-22 18:00:00,1806,5578,,3608,13.7,19,17.1,79.3,966.2
2024-05-22 19:00:00,1746,5527,,3608,13.7,20.3,16.2,84.5,966
2024-05-22 20:00:00,1721,5490,,3609,12.9,19.9,15.2,88.2,966.4
2024-05-22 21:00:00,1702,5543,,3608,12.8,19.3,14.1,91.6,966.8
2024-05-22 22:00:00,1802,5401,,3609,12.8,18,13.5,92.7,967.4
2024-05-22 23:00:00,1759,5600,,3609,12.8,16.8,13.4,92.6,968.1
2024-05-23 00:00:00,1741,5508,,3608,12.8,16.2,13.3,93.7,968.6
2024-05-23 01:00:00,1729,5509,,3608,12.7,15.8,12.7,95.1,968.8
2024-05-23 02:00:00,1711,5913,,3609,12.7,15.4,12.6,96.1,968.5
2024-05-23 03:00:00,1628,5698,,3609,12.7,14.9,11.6,96.4,968.4
2024-05-23 04:00:00,1769,5636,,3608,12.6,14.1,11.8,96.4,968.8
2024-05-23 05:00:00,1719,5786,,3619,12.6,13.9,11.4,95,969
2024-05-23 06:00:00,1821,5624,,3609,12.7,13.4,11.6,93.2,969.2
2024-05-23 07:00:00,1759,5766,,3608,13.4,13.5,13.6,86,969.9
2024-05-23 08:00:00,1779,5575,,3608,14.6,17.5,15.3,80.9,970.2
2024-05-23 09:00:00,1738,5509,,3619,14.4,20.3,16.1,77.3,970.6
2024-05-23 10:00:00,1654,6245,,3609,13.7,21.4,17.4,75.8,970.8
2024-05-23 11:00:00,1734,5462,,3608,13.7,22.3,19,64.3,970.9
2024-05-23 12:00:00,1709,5350,,3608,13.6,24.3,18.9,64.6,970.9
2024-05-23 13:00:00,1722,5292,,3608,13.7,24.6,18.1,67,970.9
2024-05-23 13:00:00,1722,5292,,3608,13.7,24.6,18.1,67,970.9
2024-05-23 14:00:00,1771,5205,,3609,13.7,23.7,16.4,77.7,970.9
2024-05-23 15:00:00,1778,5288,,3608,13.7,22.3,18,72.8,971.1
2024-05-23 16:00:00,1678,5293,,3609,13.8,22.1,18.1,70.4,971
2024-05-23 17:00:00,1767,5244,,3608,13.7,21.6,18.2,71.3,970.9
2024-05-23 18:00:00,1628,5321,,3609,13.7,22.2,18.5,66.1,970.9
2024-05-23 19:00:00,1686,5273,,3608,13.7,22,18,69.9,970.9
2024-05-23 20:00:00,1806,5300,,3608,12.9,21.4,17,85.9,970.9
2024-05-23 21:00:00,1721,5500,,3608,12.8,20.4,15.3,89.2,971.1
2024-05-23 22:00:00,1690,5402,,3608,12.8,18.9,15.7,85.6,971.6
2024-05-23 23:00:00,1721,5453,,3609,12.7,18.1,14.6,86.1,972.4
2024-05-24 01:00:00,1775,5446,,3608,12.7,16.9,14,89.2,972.2
2024-05-24 02:00:00,1747,5500,,3608,12.7,16.4,13.3,93.7,972.2
2024-05-24 03:00:00,1779,5574,,3608,12.6,15.7,14,93.7,972.4
2024-05-24 04:00:00,1689,5457,,3608,12.6,15.7,13.4,94.8,972.4
2024-05-24 05:00:00,1655,5689,,3609,12.6,15.6,13.8,85.6,972.5
2024-05-24 06:00:00,1764,5616,,3608,12.5,15.3,13.1,89.2,972.4
2024-05-24 07:00:00,1795,5841,,3608,12.6,14.9,12.5,94.2,972.8
2024-05-24 08:00:00,1754,5664,,3608,13.4,14.7,13.4,92.8,972.8
2024-05-24 09:00:00,1666,5714,,3609,14.4,15.5,18.7,75.6,972.8
2024-05-24 10:00:00,1708,5567,,3608,14.4,21.4,18.5,73.9,972.7
2024-05-24 11:00:00,1670,5233,,3609,13.7,22.5,18.5,73.6,972.9
2024-05-24 12:00:00,1753,5507,,3608,13.6,22.7,18.8,71.7,973
2024-05-24 13:00:00,1731,5418,,3609,13.7,23.9,18.1,72.8,972.8
2024-05-24 14:00:00,1785,5369,,3608,12.9,22.4,12.7,95.2,972.6
2024-05-24 15:00:00,1627,5371,,3609,14.5,19.3,14,96,973.3
2024-05-24 16:00:00,1659,5476,,3608,14.4,18.5,15.5,92.1,973.4
2024-05-24 17:00:00,1657,5364,,3609,13.8,19.4,16.7,84.5,972.8
2024-05-24 18:00:00,1627,5278,,3609,13.7,20.6,17,78.9,972.3
2024-05-24 19:00:00,1724,5137,,3608,12.9,20.7,15.3,90.5,972.4
2024-05-24 20:00:00,1630,5324,,3609,13,19.3,14,94.7,972.2
2024-05-24 21:00:00,1743,5463,,3608,12.9,17.8,13.6,93.7,972.2
2024-05-24 22:00:00,1681,5506,,3609,12.8,17.1,13.1,94.8,972.1
2024-05-24 23:00:00,1693,5459,,3608,12.7,16.4,11.9,96,971.9
2024-05-25 00:00:00,1708,5643,,3608,12.7,15,11.5,97.3,972.2
2024-05-25 01:00:00,1718,5609,,3608,12.7,14.1,11.3,97.1,972.3
2024-05-25 02:00:00,1697,5711,,3609,12.7,13.6,11.7,96.7,972.4
2024-05-25 03:00:00,1668,5664,,3608,12.7,13.5,11.5,97.9,972.3
2024-05-25 04:00:00,1646,5787,,3608,12.6,13.1,10.6,98.1,971.9
2024-05-25 05:00:00,1664,5677,,3608,12.6,12.7,9.9,98.3,972.1
2024-05-25 06:00:00,1749,5825,,3610,12.5,12.5,10.2,98.5,972.2
2024-05-25 07:00:00,1720,5786,,3609,12.5,12.5,10.7,98.6,972.2
2024-05-25 07:00:00,1720,5786,,3609,12.5,12.5,10.7,98.6,972.2
2024-05-25 08:00:00,1725,5650,,3608,13.6,12.8,11.6,98.6,972.4
2024-05-25 09:00:00,1693,5724,,3608,14.5,14,14,95,972.6
2024-05-25 10:00:00,1699,5647,,3608,14.4,19.2,16.1,83.1,972.7
2024-05-25 11:00:00,1679,6278,,3608,13.8,21.3,18,75.5,973
2024-05-25 12:00:00,1679,5398,,3608,13.7,22.5,18.9,72.2,973.1
2024-05-25 13:00:00,1668,5421,,3608,13.6,24,19.8,71.6,973.1
2024-05-25 14:00:00,1687,5167,,3608,13.6,25.1,18.9,67.3,973
2024-05-25 15:00:00,1700,5093,,3608,13.6,24.8,19.4,64.1,973
2024-05-25 16:00:00,1688,5113,,3610,13.5,24.9,21.8,55.1,972.6
2024-05-25 17:00:00,1771,5253,,3608,13.5,26.2,20.3,60.7,972.4
2024-05-25 18:00:00,1709,5191,,3609,13.8,26.3,16.6,74.5,972.5
2024-05-25 19:00:00,1719,5211,,3608,13.7,23,16.3,78.6,972.8
2024-05-25 19:00:00,1719,5211,,3608,13.7,23,16.3,78.6,972.8
2024-05-25 20:00:00,1716,5173,,3608,13.7,21.4,17,80.9,972.7
2024-05-25 21:00:00,1681,5304,,3609,13.7,21.4,17.3,77.2,972.2
2024-05-25 22:00:00,1613,5217,,3609,12.8,21.1,15.2,86.2,973
2024-05-25 23:00:00,1655,5288,,3608,12.8,19.2,13.5,93.6,972.8
2024-05-26 00:00:00,1731,5527,,3608,12.7,17.3,13.5,90.6,973.3
2024-05-26 01:00:00,1688,5415,,3609,12.7,16.7,13.3,89,973.7
2024-05-26 02:00:00,1691,5454,,3608,12.7,15.9,12.7,92.9,973.7
2024-05-26 03:00:00,1686,5634,,3608,12.7,15.4,12.7,93.7,973.7
2024-05-26 04:00:00,1720,5732,,3609,12.6,15.1,11.5,93.8,973.4
2024-05-26 05:00:00,1726,5610,,3608,12.6,14.3,11,93.8,973.3
2024-05-26 06:00:00,1661,5590,,3608,12.5,13.4,10.7,94.4,973.1
2024-05-26 07:00:00,1719,5632,,3609,12.7,12.8,11.6,90.6,973.3
2024-05-26 08:00:00,1733,5674,,3608,13.5,14,14.8,82.4,973.3
2024-05-26 09:00:00,1746,5602,,3608,14.6,17.5,17,73.8,973.6
2024-05-26 10:00:00,1690,5516,,3608,14.4,19.3,17,77.6,974.1
2024-05-26 11:00:00,1677,5455,,3609,13.7,20.2,18.1,75.3,974.2
2024-05-26 12:00:00,1659,5415,,3609,13.6,21.8,21.7,57.5,974
2024-05-26 13:00:00,1810,5238,,3608,13.6,24.8,21.6,57.6,973.8
2024-05-26 14:00:00,1760,5252,,3608,13.6,25.4,22.3,53.8,973.8
2024-05-26 15:00:00,1652,5266,,3607,13.5,25.4,23,57.3,973.8
2024-05-26 16:00:00,1678,5039,,3609,13.5,25.7,23.7,52.5,973.4
2024-05-26 17:00:00,1681,5098,,3609,13.4,26.8,23.6,50.7,973.1
2024-05-26 18:00:00,1719,4966,,3609,13.5,27.6,22.1,54.2,972.6
2024-05-26 19:00:00,1778,4995,,3608,13.4,27.1,23.9,51.2,972.4
2024-05-26 20:00:00,1775,4974,,3609,13.5,27,22.5,50,972.1
2024-05-26 21:00:00,1719,4980,,3608,12.9,26.3,19,68.2,972.1
2024-05-26 22:00:00,1729,5144,,3609,12.8,24.1,17,75.6,972.5
2024-05-26 23:00:00,1743,5244,,3608,12.8,21.7,16.4,79.2,972.9
2024-05-27 00:00:00,1686,5203,,3608,12.7,20.1,15.5,83.3,973
2024-05-27 01:00:00,1738,5355,,3609,12.7,18.8,15.7,82.4,973
2024-05-27 02:00:00,1747,5473,,3608,12.7,18.1,17,75.5,973
2024-05-27 03:00:00,1739,5415,,3608,12.6,18.3,16.3,79,972.9
2024-05-27 04:00:00,1710,5219,,3609,12.6,18.1,16.1,80,972.8
2024-05-27 05:00:00,1764,5560,,3608,12.6,17.9,15.5,81.5,972.7
2024-05-27 06:00:00,1741,5467,,3610,12.5,17.5,15.1,82.9,972.8
2024-05-27 07:00:00,1779,5559,,3608,12.6,17.2,15.4,78.5,972.5
2024-05-27 08:00:00,1767,5472,,3608,12.8,17.1,15.5,83,972.9
2024-05-27 09:00:00,1814,5395,,3609,13.2,17.4,16.6,80.6,973.4
2024-05-27 10:00:00,1662,5289,,3609,13.6,18.2,17.2,78.1,973.8
2024-05-27 11:00:00,1671,5415,,3608,14.4,19.2,18.2,71.9,973.7
2024-05-27 12:00:00,1768,5433,,3608,14.3,20.9,19.8,67.8,973.9
2024-05-27 13:00:00,1683,5190,,3608,13.6,23.1,21.2,61.7,973.9
2024-05-27 14:00:00,1705,5179,,3609,13.5,25.1,21.3,59.7,973.8
2024-05-27 15:00:00,1815,5214,,3609,13.6,25.9,18.2,71.7,973.3
2024-05-27 16:00:00,1830,5200,,3608,13.6,24.7,19.6,65.4,973
2024-05-27 17:00:00,1732,5047,,3609,13.4,23.8,21.9,57.4,972.6
2024-05-27 18:00:00,1733,5070,,3608,13.6,26.6,21.3,61.9,971.8
2024-05-27 19:00:00,1719,4922,,3620,13.6,25.7,18.4,79.1,971.3
2024-05-27 20:00:00,1754,5201,,3608,13.6,23.5,19.3,79.2,970.7
2024-05-27 21:00:00,1768,5351,,3608,12.9,23.5,17.6,83.3,970.5
2024-05-27 22:00:00,1726,5162,,3609,12.7,21.5,16.5,84.8,970.5
2024-05-27 23:00:00,1679,5278,,3608,12.7,20.2,15.9,90.1,970.7
2024-05-28 00:00:00,1770,5290,,3609,12.7,19.3,14.9,91.1,970.7
2024-05-28 01:00:00,1787,5333,,3608,12.7,18.2,14.3,91.8,970.5
2024-05-28 02:00:00,1787,5368,,3609,12.7,17.2,13.7,93.9,970.7
2024-05-28 03:00:00,1790,5489,,3608,12.6,16.6,13.7,94.6,970.7
2024-05-28 04:00:00,1851,5538,,3608,12.6,16.2,13.6,94.5,970.9
2024-05-28 05:00:00,1758,5529,,3609,12.5,15.8,13.5,93.6,971
2024-05-28 06:00:00,1769,5548,,3608,12.5,15.6,13.1,94.3,971.3
