Datetime,neutrons,muons,gamma,integration_time(s),V_in(Volt),temperature_in(C),temperature_ext(C),ur(%),pressure(hPa)
2023-11-24 01:00:00,,,,,,,,,
2023-11-24 02:00:00,,,,,,,,,
2023-11-24 03:00:00,,,,,,,,,
2023-11-24 04:00:00,,,,,,,,,
2023-11-24 05:00:00,,,,,,,,,
2023-11-24 06:00:00,,,,,,,,,
2023-11-24 07:00:00,,,,,,,,,
2023-11-24 08:00:00,,,,,,,,,
2023-11-24 09:00:00,,,,,,,,,
2023-11-24 10:00:00,,,,,,,,,
2023-11-24 11:00:00,,,,,,,,,
2023-11-24 12:00:00,,,,,,,,,
2023-11-24 13:00:00,1915,7701,,132.5,12.5,12.3,4.3,77.8,985.5
2023-11-24 14:00:00,1985,7698,,3608,12.6,13,4.5,77.9,985.5
2023-11-24 15:00:00,1882,7852,,3608,12.4,11.8,0.8,94.6,984.6
2023-11-24 16:00:00,1990,7981,,3608,12.4,8.3,1.8,93.1,984.7
2023-11-24 17:00:00,1918,8041,,3608,12.4,6.9,1.2,94.4,984.2
2023-11-24 18:00:00,1911,7815,,3609,12.4,6.2,1.9,92,984.5
2023-11-24 19:00:00,1940,7918,,3608,12.4,5.5,3.1,85.1,983.6
2023-11-24 20:00:00,1987,8199,,3608,12.3,5.6,2.8,88.2,982.9
2023-11-24 21:00:00,1899,7684,,3608,12.4,5.6,1.9,92.4,982.7
2023-11-24 22:00:00,1982,7952,,3609,12.3,5.3,2.2,88.1,983.1
2023-11-24 23:00:00,2029,7938,,3609,12.4,5.2,1.1,94.2,983.4
2023-11-25 00:00:00,1920,7998,,3609,12.4,4.8,1.5,91.3,985.3
2023-11-25 01:00:00,1926,7946,,3608,12.3,4.7,1.6,90.2,986.6
2023-11-25 02:00:00,1887,7637,,3609,12.3,4.4,1.6,87.7,988.2
2023-11-25 03:00:00,1945,8116,,3609,12.3,4.4,1.3,86.4,988.9
2023-11-25 04:00:00,1854,7758,,3608,12.3,4.3,1,86,989.6
2023-11-25 05:00:00,1846,7795,,3609,12.3,4.1,0.8,85.4,990.2
2023-11-25 06:00:00,1899,7895,,3608,12.3,3.7,0.6,85.3,990.5
2023-11-25 07:00:00,1789,7817,,3609,12.3,3.3,1.1,84.1,990.9
2023-11-25 08:00:00,1864,8105,,3608,12.3,3.8,1.6,82.8,991.1
2023-11-25 09:00:00,1790,7841,,3608,12.4,4.5,2.5,80.9,990.6
2023-11-25 10:00:00,1860,7852,,3608,12.3,6,1.7,92.1,990.3
2023-11-25 11:00:00,1867,7983,,3608,12.3,5.7,1.8,94.5,989.8
2023-11-25 12:00:00,1812,7505,,3609,12.3,5.5,2.4,93.9,989
2023-11-25 13:00:00,1829,7828,,3608,12.3,5.7,2.7,94.7,988.6
2023-11-25 14:00:00,1751,7777,,3609,12.3,5.8,2.8,94.7,988.8
2023-11-25 15:00:00,1865,7914,,3609,12.3,5.8,2.9,95.5,989.1
2023-11-25 16:00:00,1730,7924,,3608,12.4,5.7,2.5,94.6,989.3
2023-11-25 17:00:00,1818,7723,,3608,12.3,5.6,2.4,95.7,989.8
2023-11-25 18:00:00,1851,7700,,3609,12.3,5.4,2,94.3,990.8
2023-11-25 19:00:00,1707,7988,,3608,12.3,5,2.1,94.3,991.6
2023-11-25 20:00:00,1767,7931,,3609,12.3,5,1.9,94.5,992.2
2023-11-25 21:00:00,1836,7808,,3608,12.3,4.9,1.9,94.4,993.3
2023-11-25 22:00:00,1759,7696,,3609,12.3,4.8,1.1,94,993.6
2023-11-25 23:00:00,1746,7589,,3608,12.3,4.2,0.9,93.4,994.7
2023-11-26 00:00:00,1753,7934,,3609,12.3,4.2,0.9,86.6,994.9
2023-11-26 01:00:00,1739,7710,,3609,12.3,4,0.7,86,995.2
2023-11-26 02:00:00,1659,7867,,3609,12.3,3.7,0.4,92,996.1
2023-11-26 03:00:00,1723,7767,,3608,12.3,3.7,0.6,92.7,996.1
2023-11-26 04:00:00,1740,7557,,3609,12.2,3.7,0.8,88.3,996.4
2023-11-26 05:00:00,1759,7784,,3608,12.3,3.7,1,85.8,996.7
2023-11-26 06:00:00,1648,7748,,3609,12.3,3.8,0.5,86,997.2
2023-11-26 07:00:00,1656,7547,,3608,12.3,3.5,0.4,87,997.5
2023-11-26 08:00:00,1748,7742,,3609,12.3,3.7,0.4,87.8,998.2
2023-11-26 09:00:00,1711,7660,,3608,12.7,4.1,0.8,84.7,998.8
2023-11-26 10:00:00,1719,7776,,3608,13.1,5.9,1.6,79.1,999
2023-11-26 11:00:00,1685,7556,,3609,13.3,7.1,3,67.7,998.7
2023-11-26 12:00:00,1733,7602,,3609,12.9,8.7,3.1,75.3,998.6
2023-11-26 13:00:00,1738,7814,,3608,12.7,8.1,3.3,76.2,998.2
2023-11-26 14:00:00,1740,7533,,3609,12.6,7.1,3.2,80.3,997.8
2023-11-26 15:00:00,1711,7562,,3608,12.6,6.5,3.1,84,997.1
2023-11-26 16:00:00,1748,7745,,3608,12.5,6.1,3,87.1,996.9
2023-11-26 17:00:00,1783,7551,,3609,12.5,6,2.8,88.5,996.6
2023-11-26 18:00:00,1759,7747,,3609,12.4,5.9,2.7,89.9,996.6
2023-11-26 19:00:00,1659,7627,,3608,12.4,5.8,2.7,92.7,996.6
2023-11-26 20:00:00,1631,7796,,3608,12.4,5.8,3,91.8,996.7
2023-11-26 21:00:00,1775,7928,,3609,12.3,5.8,3.2,94.3,996.4
2023-11-26 22:00:00,1738,7588,,3608,12.3,5.9,3.3,95.9,996
2023-11-26 23:00:00,1727,7735,,3609,12.3,6,3.3,97,995.7
2023-11-27 00:00:00,1714,7812,,3609,12.3,6.1,3.5,97.5,995.3
2023-11-27 01:00:00,1748,7823,,3608,12.3,6.2,3.5,95.2,995
2023-11-27 02:00:00,1653,7527,,3608,12.2,6.2,3.3,96.5,994.5
2023-11-27 03:00:00,1756,7814,,3609,12.2,6.2,3.5,96.1,994
2023-11-27 04:00:00,1774,7609,,3609,12.3,6.2,3.5,96.6,993.7
2023-11-27 05:00:00,1710,7757,,3609,12.2,6.2,3.6,96.2,993.3
2023-11-27 06:00:00,1780,7685,,3609,12.3,6.3,3.5,94.8,992.9
2023-11-27 07:00:00,1748,7814,,3619,12.3,6.3,3.3,94.4,992.6
2023-11-27 08:00:00,1698,8025,,149.666666666667,12.3,7.3,3.5,94.9,991.9
2023-11-27 09:00:00,1799,7668,,3608,12.3,7.4,4.1,93.5,991.9
2023-11-27 10:00:00,1752,7726,,3609,12.3,7.9,4.5,89.3,991.1
2023-11-27 11:00:00,1802,7731,,3608,12.3,8.4,4.8,86.6,990.4
2023-11-27 12:00:00,1825,7949,,3608,12.2,8.7,4.7,82.9,989.3
2023-11-27 13:00:00,1830,7581,,3609,12.3,8.3,4.4,84.9,988.2
2023-11-27 14:00:00,1809,8017,,3609,12.2,7.8,4.1,82.8,987.1
2023-11-27 15:00:00,,,,,,,,,
2023-11-27 16:00:00,,,,,,,,,
2023-11-27 17:00:00,,,,,,,,,
2023-11-27 18:00:00,,,,,,,,,
2023-11-27 19:00:00,,,,,,,,,
2023-11-27 20:00:00,,,,,,,,,
2023-11-27 21:00:00,,,,,,,,,
2023-11-27 22:00:00,,,,,,,,,
2023-11-27 23:00:00,,,,,,,,,
2023-11-28 00:00:00,,,,,,,,,
2023-11-28 01:00:00,,,,,,,,,
2023-11-28 02:00:00,,,,,,,,,
2023-11-28 03:00:00,,,,,,,,,
2023-11-28 04:00:00,,,,,,,,,
2023-11-28 05:00:00,,,,,,,,,
2023-11-28 06:00:00,,,,,,,,,
2023-11-28 07:00:00,,,,,,,,,
2023-11-28 08:00:00,,,,,,,,,
2023-11-28 09:00:00,,,,,,,,,
2023-11-28 10:00:00,1776,7930,,3608,12.2,3.3,-1.3,95.9,982.3
2023-11-28 11:00:00,1825,8265,,3608,12.2,3.4,-1.5,95.5,983.2
2023-11-28 12:00:00,1722,7924,,3609,12.2,3.3,-1.4,96.1,983.7
2023-11-28 13:00:00,1821,7777,,3608,12.1,3.1,-1.1,95.9,984.8
2023-11-28 14:00:00,1738,7838,,3609,12.1,3.5,-1.1,96.1,985.6
2023-11-28 15:00:00,1762,7873,,3609,12.1,3.4,-1.4,97.8,986.6
2023-11-28 16:00:00,1755,7830,,3609,12.1,2.9,-1.8,95.3,987.6
2023-11-28 17:00:00,1767,7681,,3606,12.1,2.5,-2.1,94.8,988.7
2023-11-28 18:00:00,1734,7827,,3611,12.1,2.2,-2,93.8,989.7
2023-11-28 19:00:00,1765,7926,,3609,12.1,2,-2.1,93.1,990.2
2023-11-28 20:00:00,1788,7658,,3608,12.2,1.9,-2,92.2,990.8
2023-11-28 21:00:00,1690,7915,,3608,12.1,1.8,-2.3,93.1,991.4
2023-11-28 22:00:00,1717,7991,,3609,12.1,1.5,-2.3,92.9,991.5
2023-11-28 23:00:00,1754,7894,,3609,12.1,1.5,-2.1,91.5,991.8
2023-11-29 00:00:00,1669,7705,,3608,12.1,1.5,-2.2,86.9,991.8
2023-11-29 01:00:00,1722,7940,,3608,12.1,1.4,-2.8,88.3,991.5
2023-11-29 02:00:00,1741,7819,,3609,12.1,1,-3.3,92.1,991
2023-11-29 03:00:00,1760,7756,,3608,12.1,0.3,-3.1,90.1,990.7
2023-11-29 04:00:00,1804,8038,,3609,12.1,0.1,-3.5,89,989.9
2023-11-29 05:00:00,1801,8256,,3609,12.1,-0.1,-3.6,86.3,989.4
2023-11-29 06:00:00,1781,8011,,3609,12.1,-0.3,-2.9,84.5,988.5
2023-11-29 07:00:00,1802,8038,,3609,12.1,,-2.3,84.6,988.1
2023-11-29 08:00:00,1825,7781,,3609,12.1,0.5,-1.9,85.1,988.1
2023-11-29 09:00:00,1817,8157,,3608,12.2,1.1,-1.1,81.8,987.9
2023-11-29 10:00:00,1848,8096,,3608,12.3,2.7,0.1,76.9,987.8
2023-11-29 11:00:00,1823,7838,,3609,12.7,4.5,0.7,78.8,987.7
2023-11-29 12:00:00,1834,7911,,3609,12.5,6.2,0.9,83,987.2
2023-11-29 13:00:00,1828,7927,,3608,12.4,5.8,1.3,82,986.5
2023-11-29 14:00:00,1758,8227,,3609,12.3,5.7,1.4,83.8,986
2023-11-29 15:00:00,1773,7701,,3608,12.2,5,1.7,83.3,985.8
2023-11-29 16:00:00,1739,7707,,3608,12.2,4.7,1.9,83.7,985.6
2023-11-29 17:00:00,1809,8051,,3609,12.1,4.6,1.9,84,985.9
2023-11-29 18:00:00,1856,8026,,3609,12.1,4.4,1.6,85,986.1
2023-11-29 19:00:00,1873,7760,,3608,12.1,4.2,1.5,85.9,986.8
2023-11-29 20:00:00,1816,7821,,3608,12.1,4.2,0.9,79.8,987.8
2023-11-29 21:00:00,1752,7713,,3608,12.1,4,0.3,79.3,988.2
2023-11-29 22:00:00,1744,7608,,3608,12.1,3.5,-0.3,81.2,988.5
2023-11-29 23:00:00,1783,7843,,3608,12.1,2.9,-0.1,79.9,988.5
2023-11-30 00:00:00,1787,7700,,3608,12.1,2.9,-0.2,80,988.7
2023-11-30 01:00:00,1856,7705,,3608,12.1,2.9,-1.1,86.6,988.5
2023-11-30 02:00:00,1789,7929,,3608,12.1,2.3,-1.1,87.7,988.6
2023-11-30 03:00:00,1708,7771,,3608,12.1,2.2,-1.1,89.6,988.7
2023-11-30 04:00:00,1818,8015,,3608,12,2.1,-0.7,94,988.4
2023-11-30 05:00:00,1814,7995,,3608,12.1,2.3,-1.4,95.6,988
2023-11-30 06:00:00,1837,7946,,3608,12.1,1.8,-2.2,97.9,988.2
2023-11-30 07:00:00,1796,7966,,3608,12,1.2,-2.8,98.7,988.1
2023-11-30 08:00:00,1836,8183,,3608,12.1,0.7,-2.1,98,988.3
2023-11-30 09:00:00,1931,7858,,192,12.6,4.6,,92.8,988.5
2023-11-30 10:00:00,1856,7663,,132,12.9,5.6,0.9,87.7,988.5
2023-11-30 11:00:00,1764,7724,,3609,12.6,6.9,0.8,87.5,988.3
2023-11-30 12:00:00,1795,8083,,3609,12.5,6.3,0.7,88,987.8
2023-11-30 13:00:00,1856,7699,,3608,12.4,5.8,0.7,88.5,987.7
2023-11-30 14:00:00,1795,7972,,3609,12.3,5.6,0.5,89.1,986.9
2023-11-30 15:00:00,1777,7864,,3608,12.3,4.8,,92.2,987.2
2023-11-30 16:00:00,1882,7876,,3609,12.3,4.1,-0.4,95.8,987.2
2023-11-30 17:00:00,1819,7864,,3608,12.2,3.7,-0.4,96,987.2
2023-11-30 18:00:00,1839,7888,,3609,12.2,3.5,-0.5,96.6,987.1
2023-11-30 19:00:00,1805,7875,,3608,12.1,3.3,-0.4,97.2,986.8
2023-11-30 20:00:00,1802,7773,,3608,12.1,3.3,-0.4,98.8,987
2023-11-30 21:00:00,1765,7854,,3608,12.1,3.3,-0.5,99.3,987
2023-11-30 22:00:00,1743,7783,,3608,12.1,3.2,-0.5,99.5,987.2
2023-11-30 23:00:00,1799,7779,,3609,12.1,3.2,-0.6,99.5,987.3
2023-12-01 00:00:00,1740,8033,,3608,12.1,3.1,-0.6,99.7,987.4
2023-12-01 01:00:00,1730,7888,,3608,12.1,3.1,-0.8,99.4,987.2
2023-12-01 02:00:00,,,,,,,,,
2023-12-01 03:00:00,1741,7860,,3608,12,3,-1,99.3,987.6
2023-12-01 04:00:00,1750,8087,,3608,12.1,2.9,-1.2,99.4,987.7
2023-12-01 05:00:00,1753,7926,,3609,12,2.8,-1.2,99.3,988
2023-12-01 06:00:00,1736,7967,,3609,12.1,2.7,-1.3,99.1,988.2
2023-12-01 07:00:00,1751,7607,,3609,12,2.6,-1.5,98.8,988.2
2023-12-01 08:00:00,1674,7790,,3609,12,2.5,-1.5,98.7,988.5
2023-12-01 09:00:00,1731,7994,,3608,12,2.4,-1.5,98.4,989.1
2023-12-01 10:00:00,1734,7713,,3609,12,2.5,-1.3,97.9,990
2023-12-01 11:00:00,1691,7927,,3608,12,3.1,-1.3,95.4,990.3
2023-12-01 12:00:00,1740,7726,,3609,12,3.6,-1.5,94.3,990.6
2023-12-01 13:00:00,1629,7691,,3608,12,3.4,-1.6,93.2,990.7
2023-12-01 14:00:00,1695,7825,,3608,12,3.2,-1.7,92.4,990.6
2023-12-01 15:00:00,1747,7864,,3608,12,2.9,-1.8,92.4,990.6
2023-12-01 16:00:00,1653,7834,,3609,12,2.6,-2,92.4,991.2
2023-12-01 17:00:00,1716,7796,,3608,12,2.2,-2.2,92.4,991.2
2023-12-01 18:00:00,1606,8007,,3609,12,1.9,-2.1,92.1,991.7
2023-12-01 19:00:00,1723,7460,,3608,11.9,1.8,-2.1,93.1,992
2023-12-01 20:00:00,1607,7836,,3609,11.9,1.7,-2.3,95.3,991.9
2023-12-01 21:00:00,1723,7941,,3609,12,1.6,-2.4,95.7,991.8
2023-12-01 22:00:00,1680,7714,,3608,11.9,1.5,-2.7,96.3,992.2
2023-12-01 23:00:00,1778,7542,,3609,12,1.3,-3,96.2,992.6
2023-12-02 00:00:00,1609,7785,,3609,12,1.2,-3.1,95.5,992.3
2023-12-02 01:00:00,1667,7787,,3609,12,1,-3.4,95.9,992.8
2023-12-02 02:00:00,1749,8200,,3608,11.9,0.9,-3.6,96,992.2
2023-12-02 03:00:00,1698,7798,,3608,11.9,0.7,-3.8,94.4,992.6
2023-12-02 04:00:00,1678,7644,,3609,11.9,0.5,-4.1,95.8,992.5
2023-12-02 05:00:00,1641,7861,,3608,11.9,0.3,-4.2,95.9,992.8
2023-12-02 06:00:00,1660,7964,,3609,11.9,0.1,-4.2,96.3,992.6
2023-12-02 07:00:00,1668,7731,,3609,11.9,0.1,-4.2,96.2,992.9
2023-12-02 08:00:00,1622,8077,,3608,11.9,,-4.2,96.9,993.1
2023-12-02 09:00:00,1644,7583,,3608,11.9,,-4.2,95.6,993.6
2023-12-02 10:00:00,1605,7758,,3608,11.9,0.4,-3.5,93.4,994.3
2023-12-02 11:00:00,1583,7846,,3608,12,1.2,-3.7,93.7,994.9
2023-12-02 12:00:00,1625,7668,,3609,12,2.1,-4.8,92.7,995.2
2023-12-02 13:00:00,1681,7683,,3608,11.9,2.1,-4.2,93.7,995
2023-12-02 14:00:00,1723,7887,,3608,12,2.1,-3.6,94,995.3
2023-12-02 15:00:00,1647,7504,,3609,11.9,2,-3.1,91.5,995.5
2023-12-02 16:00:00,1616,7825,,3609,11.9,1.6,-3.5,88.9,996.4
2023-12-02 17:00:00,1558,7687,,3608,11.9,1,-3.4,87.6,997.6
2023-12-02 18:00:00,1661,8089,,3609,11.9,0.7,-3.2,88.3,998
2023-12-02 19:00:00,1601,7578,,3609,11.9,0.6,-2.8,86.3,998.4
2023-12-02 20:00:00,1602,7475,,3608,11.9,0.7,-2.5,85.2,998.9
2023-12-02 21:00:00,1558,8072,,3608,11.9,0.8,-2.7,90.3,999.4
2023-12-02 22:00:00,1649,7529,,3609,11.9,0.8,-2.7,91,1000.1
2023-12-02 23:00:00,1618,7761,,3608,11.9,0.8,-2.4,92.4,1000.7
2023-12-03 00:00:00,1603,7705,,3609,11.9,0.9,-2.3,92.4,1001.2
2023-12-03 01:00:00,1561,7877,,3608,11.9,0.8,-1.9,93.4,1001.8
2023-12-03 02:00:00,1559,7722,,3608,11.9,1,-1.9,95.9,1002.3
2023-12-03 03:00:00,1615,7873,,3608,11.9,1.3,-1.8,95.8,1002.5
2023-12-03 04:00:00,1588,7874,,3609,11.9,1.5,-1.8,93.8,1003.1
2023-12-03 05:00:00,1607,7648,,3609,11.9,1.5,-2.3,92.1,1003.4
2023-12-03 06:00:00,1552,7711,,3608,11.8,1.2,-3.1,94,1003.8
2023-12-03 07:00:00,1606,7866,,3608,11.8,0.7,-2.5,95.2,1004.1
2023-12-03 08:00:00,1510,7834,,3609,11.9,1,-2.2,95.9,1004.5
2023-12-03 09:00:00,1602,7740,,3608,11.9,1.1,-1.8,94.1,1004.8
2023-12-03 10:00:00,1532,7754,,3609,11.9,1.8,-1.3,93.2,1005.1
2023-12-03 11:00:00,1547,7783,,3609,11.8,3,-1.1,92.8,1005.5
2023-12-03 12:00:00,1504,7716,,3608,11.9,3.3,-0.8,92.2,1005.7
2023-12-03 13:00:00,1506,7715,,3608,11.9,3.8,-0.7,92.8,1006
2023-12-03 14:00:00,1564,7488,,3609,11.8,3.9,-0.9,93.2,1006.3
2023-12-03 15:00:00,1573,7586,,3609,11.9,3.5,-0.7,92.2,1006.5
2023-12-03 16:00:00,1509,7872,,3608,11.8,3.5,-0.8,91.3,1006.8
2023-12-03 17:00:00,1538,7972,,3608,11.8,3,-0.6,91.2,1007.2
2023-12-03 18:00:00,1557,7596,,3608,11.8,2.9,-1.2,90.3,1007.7
2023-12-03 19:00:00,1560,7761,,3609,11.8,2.5,-2.3,91.7,1007.8
2023-12-03 20:00:00,1504,7230,,3609,11.8,1.5,-3.5,96.7,1007.9
2023-12-03 21:00:00,1563,7866,,3608,11.8,0.2,-4.7,99,1007.8
2023-12-03 22:00:00,1517,7585,,3609,11.8,-0.7,-4.2,98.6,1007.6
2023-12-03 23:00:00,1549,7439,,3609,11.8,-1.1,-4.8,96.7,1007.2
2023-12-04 00:00:00,1472,7436,,3609,11.8,-1.6,-4.6,92.7,1006.7
2023-12-04 01:00:00,1563,7920,,3608,11.8,-1.7,-4.3,91.2,1006.3
2023-12-04 02:00:00,1539,7745,,3609,11.8,-1.4,-4.1,90.7,1005.8
2023-12-04 03:00:00,1567,7863,,3609,11.8,-1.1,-3.9,90.6,1005.7
2023-12-04 04:00:00,1610,7641,,3609,11.8,-1,-3.7,88.1,1005.1
2023-12-04 05:00:00,1615,7964,,3608,11.8,-0.8,-3.6,88.2,1004.5
2023-12-04 06:00:00,1571,7839,,3609,11.8,-0.5,-3.9,87.9,1003.9
2023-12-04 07:00:00,1611,7937,,3608,11.8,-0.5,-3.6,87.6,1003.2
2023-12-04 08:00:00,1621,7664,,3609,11.7,-0.3,-3.7,86.7,1003
2023-12-04 09:00:00,1680,7915,,3608,11.8,-0.2,-3.2,84.5,1002.4
2023-12-04 10:00:00,1650,7886,,1008.75,11.9,2.5,-2.1,81.1,1002.1
2023-12-04 11:00:00,1600,7847,,3609,12.2,3.4,-0.9,76,1001.9
2023-12-04 12:00:00,1708,7795,,3609,12.1,4.9,0.3,74.9,1000.8
2023-12-04 13:00:00,1606,7900,,3608,12,5.2,0.3,76.4,1000.2
2023-12-04 14:00:00,1636,7612,,3609,11.9,4.9,0.3,74.9,999.4
2023-12-04 15:00:00,1636,7581,,3608,11.9,4.1,0.1,75.6,998.3
2023-12-04 16:00:00,1698,7854,,3608,11.8,3.7,-0.3,78.2,997.7
2023-12-04 17:00:00,1656,7514,,3608,11.8,3.2,-0.6,79.7,997
2023-12-04 18:00:00,1648,7682,,3608,11.7,2.9,-0.9,79.5,996.4
2023-12-04 19:00:00,1623,7838,,3609,11.8,2.6,-0.8,76.6,996.1
2023-12-04 20:00:00,1730,7805,,3608,11.8,2.5,-1,75.1,995.7
2023-12-04 21:00:00,1671,7779,,3609,11.8,2.4,-1,76.8,995.2
2023-12-04 22:00:00,1695,7857,,3608,11.8,2.4,-1,78.2,994.8
2023-12-04 23:00:00,1677,7881,,3609,11.7,2.3,-1.1,80.7,994.5
2023-12-05 00:00:00,1751,7854,,3609,11.7,2.3,-1,81.2,994.3
2023-12-05 01:00:00,1635,7552,,3607,11.7,2.3,-1,79.7,993.5
2023-12-05 02:00:00,1703,7578,,3609,11.7,2.2,-0.9,78.2,992.8
2023-12-05 03:00:00,1659,7889,,3608,11.7,2.3,-0.8,78.7,992.8
2023-12-05 04:00:00,1730,7731,,3609,11.7,2.4,-0.5,77.6,992.5
2023-12-05 05:00:00,1681,7814,,3609,11.7,2.6,-0.5,80.5,992.2
2023-12-05 06:00:00,1682,7771,,3609,11.8,2.7,-0.7,84.8,992.1
2023-12-05 07:00:00,1759,7874,,3608,11.7,2.6,-0.8,88.6,992.2
2023-12-05 08:00:00,1644,7737,,3608,11.7,2.6,-0.3,90.6,992
2023-12-05 09:00:00,1575,7831,,3609,11.7,3.4,,93.4,992.2
2023-12-05 10:00:00,1715,7967,,3608,11.7,4,0.7,92.9,992.2
2023-12-05 11:00:00,1706,7928,,3609,11.8,4.8,1.5,91,992.3
2023-12-05 12:00:00,1723,7717,,3608,11.8,5.8,1.8,91.2,992
2023-12-05 13:00:00,1733,7812,,3609,11.7,6.1,2,90.7,992.2
2023-12-05 14:00:00,1652,7769,,3609,11.7,5.7,2.4,90,992.1
2023-12-05 15:00:00,1698,7968,,3608,11.7,5.6,2.5,90.7,992
2023-12-05 16:00:00,1735,7962,,3608,11.7,5.5,1.9,92.1,992.4
2023-12-05 17:00:00,1736,7574,,3608,11.7,4.7,2.8,87,992.8
2023-12-05 18:00:00,1716,7671,,3609,11.7,5,3,87.1,993
2023-12-05 19:00:00,1737,7931,,3608,11.7,5.3,2.5,93,993.2
2023-12-05 20:00:00,1759,7804,,3609,11.7,5.2,2.3,93.4,993.6
2023-12-05 21:00:00,1661,7793,,3608,11.6,5.2,2.2,94.5,993.8
2023-12-05 22:00:00,1673,7728,,3608,11.7,5.1,1.9,94.3,993.6
2023-12-05 23:00:00,1719,7859,,3609,11.7,4.9,1.5,94.9,993.7
2023-12-06 00:00:00,1718,7918,,3609,11.6,4.7,1.6,95.2,994
2023-12-06 01:00:00,1664,7843,,3608,11.6,4.5,2.3,94,993.8
2023-12-06 02:00:00,1717,7747,,3609,11.6,4.7,2.2,94.8,993.8
2023-12-06 03:00:00,1664,7749,,3608,11.7,4.8,2.7,93.3,993.9
2023-12-06 04:00:00,1664,7768,,3609,11.7,5,2.7,93.6,993.9
2023-12-06 05:00:00,1596,7692,,3609,11.6,5,2.9,93.5,993.7
2023-12-06 06:00:00,,,,,,,,,
2023-12-06 07:00:00,1671,7991,,3608,11.6,5.2,2.7,94,994
2023-12-06 08:00:00,1665,7747,,3609,11.6,5.3,2.7,93.8,994.3
2023-12-06 09:00:00,1633,8003,,3608,11.6,5.4,2.9,93.6,994.6
2023-12-06 10:00:00,1665,7794,,3609,11.6,5.8,3.2,92.4,995.2
2023-12-06 11:00:00,1738,7906,,3608,11.6,6.1,2.9,92.4,995.8
2023-12-06 12:00:00,1700,7695,,3609,11.6,6.4,3,93.8,996.3
2023-12-06 13:00:00,1680,7579,,3608,11.6,6.6,3.2,94,996.4
2023-12-06 14:00:00,1726,7843,,3609,11.6,6.8,3.3,93.6,996.4
2023-12-06 15:00:00,1671,7933,,3609,11.6,6.7,2.8,92.6,996.6
2023-12-06 16:00:00,1748,8052,,3608,11.6,6.4,2,93.4,997.1
2023-12-06 17:00:00,1664,7406,,3608,11.6,5.8,1.8,96.2,997.7
2023-12-06 18:00:00,1650,7761,,3609,11.6,5.4,2,95.9,998.2
2023-12-06 19:00:00,1802,7707,,3608,11.6,5.2,1.8,91.5,999
2023-12-06 20:00:00,1627,7557,,3608,11.6,5,1.5,94.6,999.7
2023-12-06 21:00:00,1587,7931,,3608,11.6,4.9,1.4,96.2,1000.4
2023-12-06 22:00:00,1689,7761,,3609,11.6,4.7,1.5,95.5,1001
2023-12-06 23:00:00,1660,7672,,3608,11.6,4.6,1.5,96.5,1001.5
2023-12-07 00:00:00,1683,7537,,3609,11.6,4.6,1.7,95.9,1001.7
2023-12-07 01:00:00,1659,7357,,3609,11.6,4.6,1.9,95.4,1002
2023-12-07 02:00:00,1712,7416,,3609,11.5,4.7,2.1,94.4,1002.3
2023-12-07 03:00:00,1657,7682,,3608,11.5,4.8,2.3,93.2,1002.6
2023-12-07 04:00:00,1639,7747,,3608,11.5,4.9,2.4,92.8,1003.2
2023-12-07 05:00:00,1549,7701,,3609,11.5,5,2.4,92.1,1003.5
2023-12-07 06:00:00,1685,7838,,3608,11.5,5,2.4,92.6,1003.8
2023-12-07 07:00:00,1712,7629,,3608,11.5,5.1,2.2,95.6,1004.3
2023-12-07 08:00:00,1628,7549,,3609,11.5,5.1,2.4,94.5,1004.6
2023-12-07 09:00:00,1605,7707,,3608,11.5,5.2,2.5,93.3,1005
2023-12-07 10:00:00,1315,7939,,145.333333333333,11.5,6,2.9,89.5,1005.6
2023-12-07 11:00:00,1549,7466,,3608,11.6,6.1,3,88.2,1005.6
2023-12-07 12:00:00,1639,7636,,3608,11.5,6,3.2,87.7,1005.7
2023-12-07 13:00:00,1614,7648,,3609,11.5,6.4,3.6,85.4,1005.5
2023-12-07 14:00:00,1634,7436,,3609,11.5,6.9,3.8,83.9,1005.3
2023-12-07 15:00:00,1686,7449,,3608,11.5,7.2,3.9,80.7,1005.1
2023-12-07 16:00:00,1604,7745,,3608,11.5,6.8,3.2,86.2,1005
2023-12-07 17:00:00,1632,7445,,3608,11.5,6.2,2.4,89.1,1004.9
2023-12-07 18:00:00,1691,7739,,3609,11.5,5.4,2.5,87,1005
2023-12-07 19:00:00,1682,7478,,3609,11.5,5.3,2.3,88,1005
2023-12-07 20:00:00,1721,7626,,3608,11.5,5.2,1.3,90.8,1004.7
2023-12-07 21:00:00,1657,7598,,3608,11.5,4.2,0.6,92.7,1004.2
2023-12-07 22:00:00,1665,7648,,3609,11.5,3.5,0.3,92.8,1003.5
2023-12-07 23:00:00,1650,7472,,3609,11.5,3,-0.7,95.8,1003.1
2023-12-08 00:00:00,1773,7705,,3608,11.4,2.4,-0.4,92.6,1002.8
2023-12-08 01:00:00,1635,7709,,3609,11.5,2.1,-0.9,94.2,1001.9
2023-12-08 02:00:00,1689,7891,,3608,11.5,1.8,-1.5,95.6,1000.9
2023-12-08 03:00:00,1705,7610,,3608,11.4,1.4,-1.7,93.7,1000.1
2023-12-08 04:00:00,1688,7683,,3609,11.4,1.2,-1.5,91.8,999.5
2023-12-08 05:00:00,1644,7989,,3609,11.5,0.9,-1.1,89.3,998.6
